timestamp,src_ip,user,event,status,port
2025-09-20T13:24:27Z,10.0.3.36,carol,auth,success,708
2025-09-20T13:24:33Z,10.0.5.180,dave,auth,success,1230
2025-09-20T13:24:37Z,10.0.5.55,root,connect,success,5256
2025-09-20T13:24:48Z,10.0.4.105,ops,command,success,965
2025-09-20T13:24:53Z,10.0.1.41,ops,auth,success,2890
2025-09-20T13:25:04Z,10.0.3.103,ops,connect,success,5679
2025-09-20T13:25:13Z,10.0.0.154,ops,connect,success,4742
2025-09-20T13:25:45Z,10.0.1.221,root,command,success,6122
2025-09-20T13:26:04Z,10.0.4.99,dave,auth,success,2401
2025-09-20T13:26:07Z,10.0.5.137,alice,connect,success,4976
2025-09-20T13:26:13Z,10.0.1.89,ops,connect,success,4401
2025-09-20T13:26:23Z,10.0.1.156,carol,connect,fail,1831
2025-09-20T13:26:51Z,10.0.2.13,alice,command,success,4470
2025-09-20T13:27:11Z,10.0.5.79,dave,command,success,753
2025-09-20T13:27:15Z,10.0.0.219,root,connect,fail,3800
2025-09-20T13:27:24Z,10.0.1.194,ops,auth,success,5495
2025-09-20T13:27:27Z,10.0.3.38,carol,auth,success,2863
2025-09-20T13:27:28Z,10.0.0.214,eve,auth,fail,4713
2025-09-20T13:27:33Z,10.0.4.141,bob,connect,success,242
2025-09-20T13:27:35Z,10.0.5.225,carol,connect,success,5761
2025-09-20T13:27:36Z,10.0.4.215,root,connect,success,2739
2025-09-20T13:27:54Z,10.0.2.241,carol,connect,success,2595
2025-09-20T13:28:01Z,10.0.0.226,ops,command,success,724
2025-09-20T13:28:02Z,10.0.5.254,eve,connect,success,2611
2025-09-20T13:28:03Z,10.0.0.47,root,auth,success,4830
2025-09-20T13:28:04Z,10.0.1.45,bob,command,success,5098
2025-09-20T13:28:07Z,10.0.5.82,eve,auth,success,4752
2025-09-20T13:28:10Z,10.0.0.203,carol,command,success,3388
2025-09-20T13:28:28Z,10.0.2.200,carol,auth,success,5034
2025-09-20T13:28:32Z,10.0.3.193,eve,auth,success,784
2025-09-20T13:28:47Z,10.0.3.144,eve,auth,success,2110
2025-09-20T13:29:00Z,10.0.5.136,bob,command,success,6385
2025-09-20T13:29:09Z,10.0.1.244,ops,connect,success,753
2025-09-20T13:29:10Z,10.0.4.155,dave,command,success,5886
2025-09-20T13:29:16Z,10.0.1.192,ops,auth,success,4207
2025-09-20T13:29:21Z,10.0.4.244,bob,connect,success,3351
2025-09-20T13:29:32Z,10.0.2.26,dave,command,success,5962
2025-09-20T13:29:35Z,10.0.5.85,root,auth,success,1898
2025-09-20T13:29:44Z,10.0.0.197,carol,command,success,4617
2025-09-20T13:29:47Z,10.0.5.29,root,command,success,5547
2025-09-20T13:29:56Z,10.0.4.106,alice,command,success,4562
2025-09-20T13:30:03Z,10.0.5.126,bob,auth,success,501
2025-09-20T13:30:24Z,10.0.0.192,carol,command,success,1869
2025-09-20T13:30:25Z,10.0.1.2,dave,connect,success,3871
2025-09-20T13:30:29Z,10.0.4.228,alice,command,success,5895
2025-09-20T13:30:37Z,10.0.4.230,eve,auth,success,3018
2025-09-20T13:30:38Z,10.0.1.162,carol,auth,success,4139
2025-09-20T13:30:41Z,10.0.2.99,dave,command,success,2548
2025-09-20T13:31:01Z,10.0.4.48,root,command,fail,4141
2025-09-20T13:31:07Z,10.0.1.112,dave,command,success,2798
2025-09-20T13:31:23Z,10.0.3.24,carol,auth,success,6350
2025-09-20T13:31:25Z,10.0.2.173,alice,auth,success,5966
2025-09-20T13:31:38Z,10.0.4.176,eve,auth,success,3248
2025-09-20T13:31:46Z,10.0.2.23,dave,connect,success,1090
2025-09-20T13:31:57Z,10.0.1.146,root,command,success,5613
2025-09-20T13:32:02Z,10.0.5.88,carol,command,success,5949
2025-09-20T13:32:06Z,10.0.2.99,eve,command,success,4163
2025-09-20T13:32:26Z,10.0.4.110,alice,auth,success,1927
2025-09-20T13:32:29Z,10.0.3.107,carol,auth,success,3738
2025-09-20T13:32:31Z,10.0.0.115,carol,command,fail,5256
2025-09-20T13:32:39Z,10.0.2.28,alice,command,success,2532
2025-09-20T13:32:43Z,10.0.5.199,root,connect,success,5701
2025-09-20T13:32:45Z,10.0.3.240,carol,connect,success,1978
2025-09-20T13:32:52Z,10.0.1.236,eve,auth,fail,4314
2025-09-20T13:32:55Z,10.0.3.25,carol,auth,success,5456
2025-09-20T13:33:11Z,10.0.0.99,root,command,success,4482
2025-09-20T13:33:29Z,10.0.1.169,bob,connect,success,1679
2025-09-20T13:33:52Z,10.0.3.22,eve,command,success,6039
2025-09-20T13:34:13Z,10.0.0.196,ops,auth,success,3504
2025-09-20T13:34:28Z,10.0.3.96,ops,command,success,4810
2025-09-20T13:34:30Z,10.0.1.85,root,auth,success,5594
2025-09-20T13:35:05Z,10.0.5.240,bob,command,success,2388
2025-09-20T13:35:11Z,10.0.0.34,dave,connect,success,6481
2025-09-20T13:35:12Z,10.0.5.213,bob,connect,success,6204
2025-09-20T13:35:22Z,10.0.1.250,alice,auth,success,5880
2025-09-20T13:35:26Z,10.0.3.147,bob,connect,success,3858
2025-09-20T13:35:29Z,10.0.2.13,alice,connect,success,1056
2025-09-20T13:35:38Z,10.0.4.139,bob,connect,success,2419
2025-09-20T13:35:40Z,10.0.2.125,eve,auth,success,3641
2025-09-20T13:36:06Z,10.0.1.130,eve,command,success,612
2025-09-20T13:36:08Z,10.0.5.219,alice,auth,fail,3445
2025-09-20T13:36:10Z,10.0.1.34,ops,connect,success,1374
2025-09-20T13:36:21Z,10.0.5.211,eve,connect,success,870
2025-09-20T13:36:33Z,10.0.0.175,alice,auth,success,1875
2025-09-20T13:36:35Z,10.0.5.61,alice,command,success,5898
2025-09-20T13:36:43Z,10.0.4.61,bob,connect,success,1997
2025-09-20T13:36:56Z,10.0.4.83,root,connect,success,5914
2025-09-20T13:37:16Z,10.0.0.89,alice,connect,fail,1284
2025-09-20T13:37:23Z,10.0.5.88,root,connect,success,3108
2025-09-20T13:37:26Z,10.0.3.224,carol,auth,success,2750
2025-09-20T13:37:26Z,10.0.5.173,dave,auth,success,2992
2025-09-20T13:37:35Z,10.0.1.135,alice,auth,success,3429
2025-09-20T13:37:40Z,10.0.1.30,carol,auth,success,780
2025-09-20T13:37:42Z,10.0.3.229,ops,command,fail,4037
2025-09-20T13:37:45Z,10.0.2.246,bob,connect,success,2826
2025-09-20T13:37:47Z,10.0.4.55,ops,auth,success,917
2025-09-20T13:37:54Z,10.0.4.42,carol,command,success,3195
2025-09-20T13:38:00Z,10.0.5.153,carol,auth,success,4985
2025-09-20T13:38:17Z,10.0.4.9,bob,auth,success,494
2025-09-20T13:38:27Z,10.0.0.99,bob,auth,success,1659
2025-09-20T13:38:31Z,10.0.5.99,bob,command,success,2220
2025-09-20T13:38:38Z,10.0.4.157,ops,auth,success,4212
2025-09-20T13:39:26Z,10.0.4.229,eve,command,success,5188
2025-09-20T13:39:32Z,10.0.4.42,carol,command,success,1921
2025-09-20T13:39:38Z,10.0.0.188,dave,connect,success,1500
2025-09-20T13:39:39Z,10.0.1.10,root,connect,success,5743
2025-09-20T13:39:55Z,10.0.3.253,ops,command,success,4250
2025-09-20T13:40:02Z,10.0.3.236,carol,connect,success,3592
2025-09-20T13:40:27Z,10.0.1.140,carol,command,success,1181
2025-09-20T13:40:28Z,10.0.3.12,dave,command,success,1087
2025-09-20T13:40:37Z,10.0.4.210,root,connect,success,3649
2025-09-20T13:40:40Z,10.0.5.142,root,connect,success,4556
2025-09-20T13:41:11Z,10.0.1.18,carol,command,success,1133
2025-09-20T13:41:26Z,10.0.3.95,eve,auth,success,5052
2025-09-20T13:41:28Z,10.0.3.232,eve,auth,success,5828
2025-09-20T13:41:46Z,10.0.4.12,alice,connect,success,2750
2025-09-20T13:42:06Z,10.0.2.108,root,command,success,2018
2025-09-20T13:42:38Z,10.0.0.74,ops,connect,success,4772
2025-09-20T13:42:45Z,10.0.5.49,alice,command,success,6379
2025-09-20T13:42:48Z,10.0.4.116,bob,command,success,3708
2025-09-20T13:42:50Z,10.0.2.17,eve,connect,success,3980
2025-09-20T13:42:52Z,10.0.2.233,root,connect,success,3491
2025-09-20T13:42:59Z,10.0.0.145,bob,connect,success,4486
2025-09-20T13:43:04Z,10.0.3.213,bob,auth,success,3920
2025-09-20T13:43:15Z,10.0.3.220,dave,auth,success,6177
2025-09-20T13:43:27Z,10.0.2.203,ops,auth,success,2328
2025-09-20T13:43:30Z,10.0.2.8,dave,command,success,725
2025-09-20T13:43:35Z,10.0.4.13,ops,connect,success,4293
2025-09-20T13:43:38Z,10.0.0.162,carol,auth,success,4568
2025-09-20T13:43:57Z,10.0.4.206,eve,connect,success,1229
2025-09-20T13:44:08Z,10.0.2.15,alice,auth,success,2812
2025-09-20T13:44:17Z,10.0.1.114,bob,connect,success,5293
2025-09-20T13:44:19Z,10.0.2.214,bob,command,success,2439
2025-09-20T13:44:21Z,10.0.4.190,alice,command,success,4815
2025-09-20T13:44:22Z,10.0.3.176,dave,auth,success,1555
2025-09-20T13:44:52Z,10.0.1.228,eve,command,success,1607
2025-09-20T13:45:23Z,10.0.1.130,eve,auth,success,3628
2025-09-20T13:45:24Z,10.0.2.243,ops,connect,success,2633
2025-09-20T13:45:26Z,10.0.0.222,alice,auth,success,6510
2025-09-20T13:45:30Z,10.0.0.201,eve,connect,success,851
2025-09-20T13:45:30Z,10.0.0.44,dave,command,success,3988
2025-09-20T13:45:47Z,10.0.5.127,dave,command,success,4025
2025-09-20T13:45:56Z,10.0.4.30,eve,connect,success,3027
2025-09-20T13:46:02Z,10.0.5.17,alice,auth,success,4779
2025-09-20T13:46:25Z,10.0.4.163,ops,auth,success,4632
2025-09-20T13:46:26Z,10.0.3.91,dave,connect,success,878
2025-09-20T13:46:27Z,10.0.0.148,carol,command,success,2813
2025-09-20T13:46:30Z,10.0.4.163,carol,command,success,3724
2025-09-20T13:46:32Z,10.0.4.73,dave,connect,success,1072
2025-09-20T13:46:33Z,10.0.4.49,eve,connect,success,3859
2025-09-20T13:46:41Z,10.0.1.86,carol,auth,success,4531
2025-09-20T13:46:50Z,10.0.1.189,root,auth,success,5922
2025-09-20T13:46:56Z,10.0.1.178,dave,command,success,3693
2025-09-20T13:46:59Z,10.0.3.47,root,connect,success,2887
2025-09-20T13:47:16Z,10.0.1.116,eve,command,success,4543
2025-09-20T13:47:22Z,10.0.0.123,alice,command,success,1421
2025-09-20T13:47:22Z,10.0.0.138,eve,auth,success,4358
2025-09-20T13:47:28Z,10.0.0.251,ops,auth,success,5836
2025-09-20T13:47:29Z,10.0.1.210,dave,connect,fail,5371
2025-09-20T13:47:34Z,10.0.4.35,ops,connect,fail,4742
2025-09-20T13:47:35Z,10.0.2.113,dave,command,success,5501
2025-09-20T13:47:43Z,10.0.4.130,carol,auth,success,235
2025-09-20T13:48:02Z,10.0.2.46,ops,connect,fail,5049
2025-09-20T13:48:16Z,10.0.4.11,eve,connect,success,5628
2025-09-20T13:48:42Z,10.0.1.2,alice,auth,success,4725
2025-09-20T13:48:44Z,10.0.4.82,dave,connect,success,2272
2025-09-20T13:48:50Z,10.0.3.213,ops,command,success,2033
2025-09-20T13:49:03Z,10.0.1.232,eve,auth,success,6369
2025-09-20T13:49:19Z,10.0.3.30,dave,auth,success,2165
2025-09-20T13:49:20Z,10.0.4.201,bob,auth,success,6006
2025-09-20T13:49:34Z,10.0.1.213,eve,connect,success,5725
2025-09-20T13:49:40Z,10.0.0.198,dave,connect,success,1916
2025-09-20T13:49:43Z,10.0.4.241,root,command,success,1020
2025-09-20T13:49:53Z,10.0.4.42,alice,auth,fail,1544
2025-09-20T13:49:54Z,10.0.3.198,dave,auth,success,1048
2025-09-20T13:50:11Z,10.0.4.168,root,auth,success,3718
2025-09-20T13:50:19Z,10.0.1.180,eve,command,success,1982
2025-09-20T13:50:36Z,10.0.3.208,dave,auth,success,5420
2025-09-20T13:50:41Z,10.0.2.57,eve,connect,success,5618
2025-09-20T13:50:45Z,10.0.5.248,carol,auth,fail,5176
2025-09-20T13:50:54Z,10.0.3.40,eve,auth,success,2708
2025-09-20T13:50:56Z,10.0.5.4,alice,command,success,1990
2025-09-20T13:50:58Z,10.0.1.148,alice,command,success,6062
2025-09-20T13:51:06Z,10.0.3.100,ops,connect,success,1268
2025-09-20T13:51:19Z,10.0.5.93,eve,auth,success,5409
2025-09-20T13:51:27Z,10.0.5.199,bob,connect,success,1315
2025-09-20T13:51:39Z,10.0.4.4,root,auth,success,2188
2025-09-20T13:52:06Z,10.0.5.97,bob,command,success,3903
2025-09-20T13:52:18Z,10.0.1.96,ops,command,fail,3804
2025-09-20T13:52:38Z,10.0.1.209,alice,connect,success,3781
2025-09-20T13:53:24Z,10.0.4.65,root,auth,success,3828
2025-09-20T13:53:28Z,10.0.5.215,bob,connect,success,2412
2025-09-20T13:53:41Z,10.0.4.26,root,command,success,3346
2025-09-20T13:53:53Z,10.0.3.164,alice,auth,success,3073
2025-09-20T13:54:06Z,10.0.1.114,root,connect,success,588
2025-09-20T13:54:11Z,10.0.3.239,ops,connect,success,2474
2025-09-20T13:54:19Z,10.0.5.79,ops,auth,success,393
2025-09-20T13:54:55Z,10.0.0.251,dave,command,success,5171
2025-09-20T13:54:57Z,10.0.1.180,bob,auth,success,5377
2025-09-20T13:55:01Z,10.0.5.180,carol,connect,success,3280
2025-09-20T13:55:05Z,10.0.5.111,alice,auth,success,4527
2025-09-20T13:55:18Z,10.0.4.222,alice,command,success,575
2025-09-20T13:55:29Z,10.0.4.108,dave,connect,success,3809
2025-09-20T13:55:41Z,10.0.2.196,dave,command,success,2088
2025-09-20T13:55:42Z,10.0.2.213,alice,command,success,2741
2025-09-20T13:55:46Z,10.0.3.188,alice,command,success,5470
2025-09-20T13:55:52Z,10.0.2.150,alice,connect,success,785
2025-09-20T13:55:56Z,10.0.1.100,bob,connect,fail,6135
2025-09-20T13:56:01Z,10.0.5.164,eve,connect,success,5261
2025-09-20T13:56:08Z,10.0.4.97,dave,command,success,6226
2025-09-20T13:56:26Z,10.0.5.130,alice,connect,success,5724
2025-09-20T13:56:28Z,10.0.1.59,alice,connect,success,4559
2025-09-20T13:56:28Z,10.0.0.196,ops,command,success,2931
2025-09-20T13:56:41Z,10.0.0.78,alice,auth,success,207
2025-09-20T13:57:18Z,10.0.4.39,root,auth,success,3717
2025-09-20T13:57:19Z,10.0.4.168,bob,command,success,4129
2025-09-20T13:57:39Z,10.0.5.48,alice,auth,success,50
2025-09-20T13:57:43Z,10.0.2.126,eve,connect,success,4991
2025-09-20T13:57:59Z,10.0.5.111,bob,command,success,3684
2025-09-20T13:58:00Z,10.0.2.81,carol,connect,success,6234
2025-09-20T13:58:09Z,10.0.4.149,eve,command,success,2395
2025-09-20T13:58:11Z,10.0.5.245,bob,connect,success,3303
2025-09-20T13:58:24Z,10.0.1.9,dave,auth,fail,889
2025-09-20T13:58:44Z,10.0.2.28,bob,command,success,3698
2025-09-20T13:58:49Z,10.0.5.56,eve,connect,success,1412
2025-09-20T13:58:53Z,10.0.0.206,dave,auth,fail,1580
2025-09-20T13:58:56Z,10.0.5.111,eve,auth,success,5682
2025-09-20T13:59:09Z,10.0.0.54,carol,command,success,3611
2025-09-20T13:59:12Z,10.0.1.25,root,command,success,1025
2025-09-20T13:59:16Z,10.0.1.24,alice,auth,success,4851
2025-09-20T13:59:23Z,10.0.3.95,ops,command,success,5023
2025-09-20T13:59:23Z,10.0.4.95,ops,command,success,2698
2025-09-20T13:59:28Z,10.0.3.178,carol,command,success,4121
2025-09-20T13:59:45Z,10.0.3.212,ops,auth,success,4392
2025-09-20T14:00:07Z,10.0.0.61,alice,command,success,1801
2025-09-20T14:00:16Z,10.0.4.127,ops,command,success,2043
2025-09-20T14:00:18Z,10.0.3.88,bob,command,success,3031
2025-09-20T14:00:21Z,10.0.4.238,root,connect,success,6100
2025-09-20T14:00:26Z,10.0.0.69,bob,connect,success,331
2025-09-20T14:00:38Z,10.0.2.36,ops,command,success,3813
2025-09-20T14:00:41Z,10.0.0.44,root,auth,success,3264
2025-09-20T14:00:57Z,10.0.2.141,ops,connect,success,5507
2025-09-20T14:01:02Z,10.0.0.193,ops,command,success,5894
2025-09-20T14:01:27Z,10.0.5.191,carol,connect,success,513
2025-09-20T14:01:41Z,10.0.5.238,eve,connect,success,3410
2025-09-20T14:01:43Z,10.0.3.107,dave,auth,success,5538
2025-09-20T14:01:54Z,10.0.3.96,root,connect,success,3536
2025-09-20T14:02:13Z,10.0.5.84,eve,connect,success,1774
2025-09-20T14:02:29Z,10.0.3.48,alice,command,success,1755
2025-09-20T14:02:38Z,10.0.4.18,carol,connect,success,5162
2025-09-20T14:02:40Z,10.0.4.160,alice,connect,success,834
2025-09-20T14:02:46Z,10.0.0.157,ops,connect,success,2585
2025-09-20T14:03:04Z,10.0.0.127,ops,auth,fail,683
2025-09-20T14:03:08Z,10.0.0.26,root,auth,success,101
2025-09-20T14:03:28Z,10.0.4.59,ops,command,success,1187
2025-09-20T14:03:44Z,10.0.2.50,carol,connect,success,220
2025-09-20T14:03:59Z,10.0.0.100,dave,command,success,4356
2025-09-20T14:04:00Z,10.0.1.118,eve,command,success,3173
2025-09-20T14:04:05Z,10.0.1.124,alice,auth,success,6008
2025-09-20T14:04:05Z,10.0.2.118,root,command,success,3980
2025-09-20T14:04:14Z,10.0.0.54,eve,connect,success,6372
2025-09-20T14:04:16Z,10.0.5.15,carol,command,success,870
2025-09-20T14:04:31Z,10.0.3.128,dave,command,success,852
2025-09-20T14:04:35Z,10.0.3.152,carol,auth,success,6238
2025-09-20T14:04:35Z,10.0.2.65,dave,command,fail,2244
2025-09-20T14:04:44Z,10.0.3.116,root,command,fail,3099
2025-09-20T14:04:52Z,10.0.1.230,root,connect,success,5924
2025-09-20T14:04:59Z,10.0.1.149,dave,command,success,5228
2025-09-20T14:05:01Z,10.0.4.148,dave,auth,success,670
2025-09-20T14:05:24Z,10.0.1.215,dave,connect,success,5719
2025-09-20T14:05:30Z,10.0.1.147,eve,auth,success,887
2025-09-20T14:05:30Z,10.0.2.225,ops,auth,success,609
2025-09-20T14:05:32Z,10.0.1.35,root,command,success,4370
2025-09-20T14:05:47Z,10.0.1.78,dave,connect,success,3901
2025-09-20T14:05:49Z,10.0.3.33,eve,connect,success,1276
2025-09-20T14:06:04Z,10.0.5.230,root,command,success,126
2025-09-20T14:06:19Z,10.0.4.125,root,command,success,1506
2025-09-20T14:06:24Z,10.0.1.134,carol,command,success,5145
2025-09-20T14:06:26Z,10.0.3.226,bob,command,success,1792
2025-09-20T14:06:35Z,10.0.5.173,bob,auth,success,1472
2025-09-20T14:06:40Z,10.0.3.192,root,connect,success,2264
2025-09-20T14:06:45Z,10.0.0.187,eve,auth,fail,4707
2025-09-20T14:07:38Z,10.0.0.178,carol,command,success,1956
2025-09-20T14:07:39Z,10.0.1.12,eve,auth,success,5659
2025-09-20T14:07:49Z,10.0.0.155,eve,connect,success,2300
2025-09-20T14:07:52Z,10.0.3.56,root,auth,success,1370
2025-09-20T14:07:53Z,10.0.0.145,alice,command,success,980
2025-09-20T14:08:02Z,10.0.3.124,ops,command,success,2653
2025-09-20T14:08:04Z,10.0.3.37,ops,command,success,5417
2025-09-20T14:08:05Z,10.0.4.186,ops,connect,success,2328
2025-09-20T14:08:10Z,10.0.2.175,eve,connect,success,5324
2025-09-20T14:08:22Z,10.0.2.45,root,command,fail,5671
2025-09-20T14:08:43Z,10.0.2.126,root,connect,success,76
2025-09-20T14:08:44Z,10.0.4.207,ops,auth,success,1191
2025-09-20T14:08:48Z,10.0.2.6,dave,connect,success,70
2025-09-20T14:09:01Z,10.0.1.49,ops,command,success,261
2025-09-20T14:09:03Z,10.0.2.176,bob,connect,success,4096
2025-09-20T14:09:04Z,10.0.4.238,ops,connect,success,983
2025-09-20T14:09:07Z,10.0.1.217,dave,connect,fail,4397
2025-09-20T14:09:16Z,10.0.4.213,alice,connect,success,3806
2025-09-20T14:09:26Z,10.0.5.139,eve,command,success,706
2025-09-20T14:09:38Z,10.0.3.48,eve,connect,success,5641
2025-09-20T14:09:46Z,10.0.3.71,root,command,success,3476
2025-09-20T14:09:53Z,10.0.2.170,bob,connect,success,3651
2025-09-20T14:09:58Z,10.0.3.63,eve,auth,success,3973
2025-09-20T14:10:09Z,10.0.2.249,root,auth,success,829
2025-09-20T14:10:21Z,10.0.5.10,carol,connect,success,1128
2025-09-20T14:10:27Z,10.0.5.43,alice,command,success,3925
2025-09-20T14:10:41Z,10.0.2.190,ops,connect,success,6427
2025-09-20T14:10:53Z,10.0.2.162,ops,command,success,3491
2025-09-20T14:10:58Z,10.0.0.3,eve,command,fail,4621
2025-09-20T14:11:08Z,10.0.1.220,root,connect,success,1904
2025-09-20T14:11:09Z,10.0.1.107,eve,command,success,1486
2025-09-20T14:11:15Z,10.0.4.95,alice,auth,success,2188
2025-09-20T14:11:16Z,10.0.5.12,dave,auth,success,2586
2025-09-20T14:11:17Z,10.0.2.178,bob,command,success,2222
2025-09-20T14:11:25Z,10.0.4.147,alice,auth,success,1961
2025-09-20T14:11:25Z,10.0.4.122,bob,command,success,3147
2025-09-20T14:11:30Z,10.0.1.88,alice,connect,success,425
2025-09-20T14:11:35Z,10.0.4.189,root,command,success,4127
2025-09-20T14:11:55Z,10.0.4.244,alice,connect,success,6095
2025-09-20T14:11:58Z,10.0.0.91,carol,connect,success,1435
2025-09-20T14:12:00Z,10.0.5.148,eve,connect,success,5790
2025-09-20T14:12:01Z,10.0.2.184,dave,command,success,4487
2025-09-20T14:12:43Z,10.0.1.47,bob,connect,success,5736
2025-09-20T14:12:50Z,10.0.2.173,ops,connect,success,3455
2025-09-20T14:12:56Z,10.0.3.143,carol,connect,success,3775
2025-09-20T14:13:01Z,10.0.0.207,alice,command,success,4939
2025-09-20T14:13:06Z,10.0.4.31,alice,auth,success,5650
2025-09-20T14:13:13Z,10.0.4.109,eve,command,success,4713
2025-09-20T14:13:15Z,10.0.3.139,ops,connect,success,1828
2025-09-20T14:13:24Z,10.0.0.111,dave,connect,success,4877
2025-09-20T14:13:24Z,10.0.1.220,eve,auth,success,1835
2025-09-20T14:13:25Z,10.0.2.55,root,command,success,6447
2025-09-20T14:13:26Z,10.0.2.59,alice,auth,success,5876
2025-09-20T14:13:28Z,10.0.1.129,ops,connect,success,120
2025-09-20T14:13:30Z,10.0.4.230,eve,connect,success,1307
2025-09-20T14:13:43Z,10.0.3.82,root,command,success,5302
